--------- beginning of /dev/log/main
01-07 03:11:40.216 E/wpa_supplicant(  946): CMD: PING
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:3a:98:1f:5f:04	2437	-66	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:3a:98:1f:5f:03	2437	-65	[WPA-PSK-TKIP]	
01-07 03:12:47.272 D/wpa_supplicant(  967): d8:b3:77:7d:ea:d4	2412	-74	[WPA2-PSK-CCMP]	fb
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:3a:98:1f:5f:64	2412	-84	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:3a:98:1f:5f:61	2412	-84	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:3a:98:1f:5f:62	2412	-84	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:3a:98:1f:5f:60	2412	-85	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:14:78:e3:f4:3c	2437	-54	[WEP]		
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:3a:98:1f:5f:63	2412	-84	[WPA-PSK-TKIP]	
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:3a:98:1f:6a:00	2437	-92	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:47.272 D/wpa_supplicant(  967): 00:3a:98:1f:6a:02	2437	-97	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:47.272 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:47.282 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:47.282 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:47.282 D/wpa_supplicant(  967): REPLY: wpa_state=INACTIVE
01-07 03:12:47.282 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:47.282 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:47.282 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:47.282 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:47.292 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:47.292 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:47.292 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:47.292 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:47.292 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:47.292 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:50.285 E/wpa_supplicant(  967): CMD: PING
01-07 03:12:50.285 D/wpa_supplicant(  967): REPLY: PONG
01-07 03:12:52.457 E/wpa_supplicant(  967): CMD: DRIVER SCAN-ACTIVE
01-07 03:12:52.457 E/wpa_supplicant(  967): nl80211: issue private commands SCAN-ACTIVE
01-07 03:12:52.457 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd SCAN-ACTIVE len = 0, 11
01-07 03:12:52.457 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:52.457 E/wpa_supplicant(  967): CMD: SCAN
01-07 03:12:52.457 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:52.457 I/wpa_supplicant(  967): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00
01-07 03:12:52.457 D/wpa_supplicant(  967): wpa_state_to_wapi_state wpa_state : 3 change to wapi_state
01-07 03:12:52.457 D/wpa_supplicant(  967): wpa_supplicant_set_state wapi_state : 3
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS: Building WPS IE for Probe Request
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Version (hardcoded 0x10)
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Request Type
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Config Methods (2388)
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * UUID-E
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Primary Device Type
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * RF Bands (3)
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Association State
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Configuration Error (0)
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Device Password ID (0)
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Manufacturer
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Model Name
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Model Number
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Device Name
01-07 03:12:52.457 D/wpa_supplicant(  967): WPS:  * Version2 (0x20)
01-07 03:12:52.457 D/wpa_supplicant(  967): P2P: * P2P IE header
01-07 03:12:52.457 D/wpa_supplicant(  967): P2P: * Capability dev=27 group=00
01-07 03:12:52.457 D/wpa_supplicant(  967): P2P: * Listen Channel: Regulatory Class 81 Channel 1
01-07 03:12:52.457 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:52.457 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
01-07 03:12:52.457 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
01-07 03:12:52.457 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:12:52.457 V/WifiStateTracker(  203): Changing supplicant state: INACTIVE ==> SCANNING
01-07 03:12:52.567 D/wpa_supplicant(  967): Scan requested (ret=0) - scan timeout 30 seconds
01-07 03:12:52.567 D/wpa_supplicant(  967): nl80211: Event message available
01-07 03:12:52.567 D/wpa_supplicant(  967): nl80211: Scan trigger
01-07 03:12:52.567 E/wpa_supplicant(  967): CMD: DRIVER SCAN-PASSIVE
01-07 03:12:52.567 E/wpa_supplicant(  967): nl80211: issue private commands SCAN-PASSIVE
01-07 03:12:52.567 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd SCAN-PASSIVE len = 0, 12
01-07 03:12:52.567 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:52.567 D/NetworkStateTracker(  203): setDetailed state, old =IDLE and new state=SCANNING
01-07 03:12:52.567 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:12:52.567 V/WifiStateTracker(  203): Changing supplicant state: SCANNING ==> SCANNING
01-07 03:12:52.567 D/ConnectivityService(  203): Dropping ConnectivityChange for WIFI: DISCONNECTED/SCANNING
01-07 03:12:52.607 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:52.607 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:52.607 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:52.607 D/wpa_supplicant(  967): REPLY: wpa_state=SCANNING
01-07 03:12:52.607 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:52.607 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:52.607 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:52.607 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:52.617 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:52.617 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:52.617 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:52.617 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:52.617 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:52.617 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:52.617 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:52.617 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:52.617 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:52.617 D/wpa_supplicant(  967): REPLY: wpa_state=SCANNING
01-07 03:12:52.617 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:52.617 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:52.617 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:52.617 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:52.627 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:52.627 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:52.627 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:52.627 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:52.627 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:52.627 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:53.238 D/wpa_supplicant(  967): nl80211: Event message available
01-07 03:12:53.238 D/wpa_supplicant(  967): nl80211: New scan results available
01-07 03:12:53.238 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:53.238 D/wpa_supplicant(  967): Received scan results (16 BSSes)
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=21 entropy=20
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=22 entropy=21
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=23 entropy=22
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=24 entropy=23
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=25 entropy=24
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=26 entropy=25
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=27 entropy=26
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=28 entropy=27
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=29 entropy=28
01-07 03:12:53.238 D/wpa_supplicant(  967): Add randomness: count=30 entropy=29
01-07 03:12:53.238 I/wpa_supplicant(  967): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00
01-07 03:12:53.238 D/wpa_supplicant(  967): wpa_state_to_wapi_state wpa_state : 2 change to wapi_state
01-07 03:12:53.238 D/wpa_supplicant(  967): wpa_supplicant_set_state wapi_state : 2
01-07 03:12:53.238 V/WifiMonitor(  203): Event [CTRL-EVENT-BSS-ADDED 14 00:3a:98:1f:6a:04]
01-07 03:12:53.238 V/WifiMonitor(  203): Event [CTRL-EVENT-BSS-ADDED 15 e0:05:c5:16:f0:08]
01-07 03:12:53.238 I/dun_service(  123): process rmnet event
01-07 03:12:53.238 I/dun_service(  123): Post event 3
01-07 03:12:53.238 I/dun_service(  115): process rmnet event
01-07 03:12:53.238 I/dun_service(  115): Post event 3
01-07 03:12:53.238 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:12:53.238 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:12:53.238 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:12:53.238 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:12:53.238 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:12:53.238 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:12:53.238 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:12:53.238 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:12:53.238 D/wpa_supplicant(  967): RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
01-07 03:12:53.238 D/wpa_supplicant(  967): RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
01-07 03:12:53.238 E/wpa_supplicant(  967): CMD: AP_SCAN 1
01-07 03:12:53.238 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:53.238 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00]
01-07 03:12:53.238 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00]
01-07 03:12:53.238 V/WifiStateTracker(  203): handleMessage(): msg.what= 5
01-07 03:12:53.238 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:12:53.238 V/WifiStateTracker(  203): Changing supplicant state: SCANNING ==> INACTIVE
01-07 03:12:53.238 D/NetworkStateTracker(  203): setDetailed state, old =SCANNING and new state=IDLE
01-07 03:12:53.238 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:12:53.238 V/WifiStateTracker(  203): Changing supplicant state: INACTIVE ==> INACTIVE
01-07 03:12:53.238 D/ConnectivityService(  203): Dropping ConnectivityChange for WIFI: DISCONNECTED/IDLE
01-07 03:12:53.248 I/WifiSettings(  712): There is not any configured AP
01-07 03:12:53.248 E/wpa_supplicant(  967): CMD: SCAN_RESULTS
01-07 03:12:53.248 D/wpa_supplicant(  967): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:01	2437	-70	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:02	2437	-70	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:00	2437	-70	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:04	2437	-71	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:03	2437	-71	[WPA-PSK-TKIP]	
01-07 03:12:53.248 D/wpa_supplicant(  967): d8:b3:77:7d:ea:d4	2412	-71	[WPA2-PSK-CCMP]	fb
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:64	2412	-79	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:61	2412	-79	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:62	2412	-80	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:60	2412	-79	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:14:78:e3:f4:3c	2437	-52	[WEP]		
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:5f:63	2412	-80	[WPA-PSK-TKIP]	
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:6a:00	2437	-94	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:6a:02	2437	-97	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:53.248 D/wpa_supplicant(  967): 00:3a:98:1f:6a:04	2437	-94	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:53.248 D/wpa_supplicant(  967): e0:05:c5:16:f0:08	2417	-79			
01-07 03:12:53.258 E/wpa_supplicant(  967): CMD: LIST_NETWORKS
01-07 03:12:53.258 D/wpa_supplicant(  967): REPLY: network id / ssid / bssid / flags
01-07 03:12:53.258 E/wpa_supplicant(  967): CMD: SCAN_RESULTS
01-07 03:12:53.258 D/wpa_supplicant(  967): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:01	2437	-70	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:02	2437	-70	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:00	2437	-70	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:04	2437	-71	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:03	2437	-71	[WPA-PSK-TKIP]	
01-07 03:12:53.258 D/wpa_supplicant(  967): d8:b3:77:7d:ea:d4	2412	-71	[WPA2-PSK-CCMP]	fb
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:64	2412	-79	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:61	2412	-79	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:62	2412	-80	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:60	2412	-79	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:14:78:e3:f4:3c	2437	-52	[WEP]		
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:5f:63	2412	-80	[WPA-PSK-TKIP]	
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:6a:00	2437	-94	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:6a:02	2437	-97	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:53.258 D/wpa_supplicant(  967): 00:3a:98:1f:6a:04	2437	-94	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:53.258 D/wpa_supplicant(  967): e0:05:c5:16:f0:08	2417	-79			
01-07 03:12:53.268 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:53.268 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:53.268 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:53.268 D/wpa_supplicant(  967): REPLY: wpa_state=INACTIVE
01-07 03:12:53.268 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:53.268 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:53.268 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:53.268 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:53.288 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:53.288 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:53.288 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:53.288 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:53.288 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:53.288 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:53.288 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:53.288 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:53.288 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:53.288 D/wpa_supplicant(  967): REPLY: wpa_state=INACTIVE
01-07 03:12:53.288 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:53.288 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:53.288 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:53.288 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:53.288 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:53.288 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:53.288 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:53.288 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:53.288 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:53.288 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:53.568 E/wpa_supplicant(  967): CMD: SCAN_RESULTS
01-07 03:12:53.568 D/wpa_supplicant(  967): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:01	2437	-70	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:02	2437	-70	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:00	2437	-70	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:04	2437	-71	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:03	2437	-71	[WPA-PSK-TKIP]	
01-07 03:12:53.568 D/wpa_supplicant(  967): d8:b3:77:7d:ea:d4	2412	-71	[WPA2-PSK-CCMP]	fb
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:64	2412	-79	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:61	2412	-79	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:62	2412	-80	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:60	2412	-79	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:14:78:e3:f4:3c	2437	-52	[WEP]		
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:5f:63	2412	-80	[WPA-PSK-TKIP]	
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:6a:00	2437	-94	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:6a:02	2437	-97	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:12:53.568 D/wpa_supplicant(  967): 00:3a:98:1f:6a:04	2437	-94	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:12:53.568 D/wpa_supplicant(  967): e0:05:c5:16:f0:08	2417	-79			
01-07 03:12:55.280 E/wpa_supplicant(  967): CMD: PING
01-07 03:12:55.280 D/wpa_supplicant(  967): REPLY: PONG
01-07 03:12:56.200 V/WifiStateTracker(  203): handleMessage(): msg.what= 14
01-07 03:12:56.200 V/WifiStateTracker(  203): handleMessage(): msg.what= 14
01-07 03:12:57.392 D/SntpClient(  203): request time failed: java.net.UnknownHostException: xtra1.gpsonextra.net
01-07 03:12:57.392 D/NetdConnector(  203): SND -> {interface readrxcounter rmnet0} {null}
01-07 03:12:57.392 D/NetdConnector(  203): RCV <- {216 0}
01-07 03:12:57.392 D/NetdConnector(  203): RSP <- {216 0}
01-07 03:12:57.392 D/NetdConnector(  203): SND -> {interface readtxcounter rmnet0} {null}
01-07 03:12:57.392 D/NetdConnector(  203): RCV <- {217 0}
01-07 03:12:57.392 D/NetdConnector(  203): RSP <- {217 0}
01-07 03:12:57.412 D/SntpClient(  203): request time failed: java.net.UnknownHostException: xtra1.gpsonextra.net
01-07 03:12:57.412 D/SntpClient(  203): request time failed: java.net.UnknownHostException: xtra1.gpsonextra.net
01-07 03:12:58.463 E/wpa_supplicant(  967): CMD: DRIVER SCAN-ACTIVE
01-07 03:12:58.463 E/wpa_supplicant(  967): nl80211: issue private commands SCAN-ACTIVE
01-07 03:12:58.463 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd SCAN-ACTIVE len = 0, 11
01-07 03:12:58.463 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:58.473 E/wpa_supplicant(  967): CMD: SCAN
01-07 03:12:58.473 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:58.473 I/wpa_supplicant(  967): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00
01-07 03:12:58.473 D/wpa_supplicant(  967): wpa_state_to_wapi_state wpa_state : 3 change to wapi_state
01-07 03:12:58.473 D/wpa_supplicant(  967): wpa_supplicant_set_state wapi_state : 3
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS: Building WPS IE for Probe Request
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Version (hardcoded 0x10)
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Request Type
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Config Methods (2388)
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * UUID-E
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Primary Device Type
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * RF Bands (3)
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Association State
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Configuration Error (0)
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Device Password ID (0)
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Manufacturer
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Model Name
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Model Number
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Device Name
01-07 03:12:58.473 D/wpa_supplicant(  967): WPS:  * Version2 (0x20)
01-07 03:12:58.473 D/wpa_supplicant(  967): P2P: * P2P IE header
01-07 03:12:58.473 D/wpa_supplicant(  967): P2P: * Capability dev=27 group=00
01-07 03:12:58.473 D/wpa_supplicant(  967): P2P: * Listen Channel: Regulatory Class 81 Channel 1
01-07 03:12:58.473 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:58.473 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
01-07 03:12:58.473 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
